timestamp,gender,age,education_level,occupation,dna_knowledge,dna_info_source,support_national_dna_db_bf,dna_db_custodian_bf,dna_db_inclusion_criteria,include_crime_scene_profiles,offense_type_dna_recording,dna_storage_duration,dna_use_family_research,dna_use_disaster_research,dna_use_interpol_cooperation,dna_use_terrorism_fight,privacy_invasion_opinion,voluntary_dna_donation,privacy_risk_concern,database_misuse_concern,dna_use_in_investigations,police_lab_support_need,forensic_dna_private_sector,forensic_dna_autonomous_institution,message_to_investigators
3/26/2021 23:02,Female,16-35,University,Students,Yes,During my studies (secondary and/or higher),Not very important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,No,
3/27/2021 7:41,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,No,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes,
3/27/2021 13:46,Male,35-60,University,Ministry of Justice,No,,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Until acquittal,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,yes I agree but in certain circumstances,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,No,Yes,No,No,A lot of courage. Congratulations on the choice of the theme which we find very relevant in view of the growing crime and the advent of the terrorism phenomenon. May God accompany you in the development and hope that the State will accompany you in the future. Because it is not enough to have national experts and use international experts.
3/27/2021 14:33,Male,35-60,Secondary,Ministry of Justice,I am not sure,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,I don't know,Maybe,Maybe,Maybe,"Courage and good luck, hope that the results will be well exploited"
3/29/2021 11:15,Male,16-35,University,Others,No,,Important,Ministry of Justice,Condemned,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Yes,No,Important concerns,Important concerns,No,Yes,No,Yes,
3/30/2021 9:29,Male,16-35,University,Students,No,,Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,Serious crimes only,Indefinitely,Yes I agree,No I do not agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,No,Yes,No,No," A good initiative, courage for the future."
3/30/2021 9:45,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Convicts and suspects,Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,No,Yes,Yes,Yes,Very nice idea simply
3/30/2021 10:40,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,Serious crimes only,Until acquittal,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,Maybe,Yes,No,Yes, To take into account our different national and sub-regional regulations And above all to have a look at the private life of all
3/30/2021 10:44,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,I don't know,Yes I agree,No,Yes,No problem,Indifferent,Yes,Yes,Maybe,Yes,I strongly encourage them
3/30/2021 10:45,Male,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,Yes,Minor concerns,Minor concerns,Yes,Yes,No,No,
3/30/2021 10:45,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,I don't know,I don't know,Maybe,"Yes, but under certain conditions",I have no response,Important concerns,Maybe,Yes,No,I don't know,
3/30/2021 10:48,Female,16-35,University,Students,Yes,Fiction films,Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,Maybe,Yes,No,Yes,
3/30/2021 10:50,Female,16-35,University,Students,I am not sure,During my studies (secondary and/or higher),Important,Others,"Convicts, suspects and volunteers",No,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,I don't know,Yes,Maybe,No,I think it's a good initiative. It could be a source of job creation for us young future researchers.
3/30/2021 10:51,Male,16-35,University,Students,I am not sure,Reading (newspapers and scientific documents),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Minor concerns,Yes,Yes,No,Yes,Lots of courage to him.
3/30/2021 10:57,Female,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Convicts and suspects,Yes,Serious crimes only,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",I don't know,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,Yes,This is a great initiative! thank you very much to the initiators
3/30/2021 11:02,Male,16-35,University,Students,I am not sure,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Convicts and suspects,Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,I don't know,Yes,Maybe,Maybe, Great initiative
3/30/2021 11:05,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,I don't know,Yes,I don't know,Yes,Use the results of this survey wisely.
3/30/2021 11:06,Female,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Convicts and suspects,Yes,Serious crimes only,Until acquittal,I don't know,I don't know,I don't know,Yes I agree,Maybe,Yes,Important concerns,Important concerns,I don't know,Yes,I don't know,Yes,
3/30/2021 11:23,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,No I do not agree,Yes I agree,Maybe,Yes,am indifferent,Important concerns,Yes,Yes,Yes,No,"The initiators of this investigation must make the effort to collaborate well with the police and the gendarmerie to be able to carry out the activity well, finally to keep the DNA of the population for good use and not with the aim of disclosing personal information on the social webs"
3/30/2021 12:36,Female,16-35,Secondary,Ministry responsible for security,I am not sure,,Important,Ministry responsible for security,Entire population of Burkina Faso,am indifferent,No answer,No answer,Yes I agree,"Yes, I agree but in certain circumstances",I don't know,No I do not agree,Maybe,Maybe,am indifferent,Important concerns,I don't know,Yes,No,Maybe,
3/30/2021 12:48,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",No,All crimes,Indefinitely,Yes I agree,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Maybe,Yes,No,No, Encourage them for this initiative
3/30/2021 12:58,Male,16-35,University,Students,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Entire population of Burkina Faso,No,All crimes,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,Maybe,Yes,Important concerns,Important concerns,Yes,Yes,I don't know,Maybe,
3/30/2021 13:27,Male,16-35,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,yes I agree but in certain circumstances,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,Yes,No,"Good luck, courage above all"
3/30/2021 13:35,Male,16-35,University,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Not very important,The national police and gendarmerie services,Condemned,No,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",I don't know,yes I agree but in certain circumstances,Yes I agree,Maybe,Maybe,Important concerns,Important concerns,No,Yes,No,Maybe,
3/30/2021 20:59,Male,35-60,Secondary,Ministry responsible for security,No,,Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Minor concerns,No,Yes,No,No,Courage because the world is moving forward and so is medico-legal technology..So we can indeed insert DNA into our judicial system..courage to you
3/30/2021 21:12,Female,16-35,University,Students,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Entire population of Burkina Faso,Yes,Serious crimes only,Until acquittal,I don't know,I don't know,I don't know,Yes I agree,No,"Yes, but under certain conditions",I have no response,Important concerns,Maybe,Yes,Yes,No,Great initiative
3/30/2021 21:50,Female,16-35,University,Students,No,,Important,The national police and gendarmerie services,"Convicts, suspects and volunteers",Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Important concerns,No,Yes,Yes,Yes,
3/31/2021 8:37,Male,16-35,University,Students,I am not sure,Fiction films,Important,Ministry of Justice,Convicts and suspects,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Maybe,Maybe,I have no response,Important concerns,No,Yes,No,Maybe,This is a very good initiative and I hope that it will be taken into account during the judicial investigations in Burkina Faso.
3/31/2021 11:40,Male,16-35,University,Ministry of Justice,Yes,Fiction films,Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Until acquittal,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,am indifferent,Minor concerns,No,Yes,No,Yes,It is very important to use DNA in crimes to better determine responsibilities. And our police need to have a laboratory to do their job better. All citizens must donate their DNA through awareness. Good luck
3/31/2021 11:51,Male,35-60,University,Ministry of Justice,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,Yes,Yes,Maybe,Maybe,"That the establishment of this structure is not used for the purpose of settling scores or to disavow certain families or people. Rather, that it strengthens our cohesion and our living together. The project is good and ambitious, but know how to put this structure for the benefit of the entire population is another."
